no	pattern_name	attributes	algorithm	id	plus_month_rate	plus_days_rate	description	bettype	bet_kumiban	pattern	ranktype	waku	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	daily_betamt	daily_hitamt	daily_incomeamt	avg_hitamt	dev_hitamt	max_hitamt	total_month	total_days
23	racetype	entry	filter_bayes	f_e_racetype	0.54	0.19	0068	2T	15	1	norm2t_3	5	242	40	24200	32680	8480	0.17	1.35	33	44	11	819	524	2280	24	202
23	racetype	entry	filter_bayes	f_e_racetype	0.55	0.21	0068	2T	15	2	norm2t_3	3	73	15	7300	15520	8220	0.21	2.13	10	21	11	990	593	2200	22	71
23	racetype	entry	filter_bayes	f_e_racetype	0.45	0.28	0068	2T	21	4	norm2t_3	6	37	10	3700	10660	6960	0.27	2.88	5	14	9	1066	365	1940	20	36
23	racetype	entry	filter_bayes	f_e_racetype	0.38	0.23	0068	1T	5	else	norm1t_23	51	61	14	6100	11650	5550	0.23	1.91	8	15	7	832	653	2080	21	60
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.75	0.78	0069	3F	123	5_0	norm3f_123	123	9	7	900	2510	1610	0.78	2.79	1	3	2	359	62	450	8	9
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.65	0.57	0069	3T	12=	7_2	form3t4_3	6	236	34	23600	36030	12430	0.14	1.53	32	49	17	1047	590	3180	23	56
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.63	0.47	0069	2F	12	2_3	norm2f_12	21	108	47	10800	13750	2950	0.44	1.27	14	18	4	292	123	750	24	95
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.54	0.23	0069	2F	15	2_5	norm2f_12	15	115	25	11500	14220	2720	0.22	1.24	15	19	4	570	182	940	24	107
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.54	0.26	0069	2F	15	4_5	norm2f_12	15	118	27	11800	15360	3560	0.23	1.30	16	21	5	556	182	1000	24	99
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.53	0.47	0069	2T	2=	3_2	form2t2_23	51	72	17	7200	9970	2770	0.24	1.38	9	13	4	576	214	1000	17	36
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.29	0.29	0069	3F	126	5_4	norm3f_12	21	21	6	2100	6530	4430	0.29	3.11	2	8	6	1088	316	1550	14	21
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.29	0.17	0069	3T	341	3_2	norm3t_0	0	35	6	3500	10940	7440	0.17	3.13	4	15	11	1823	913	2950	17	35
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.77	0.82	0069	1T	1	2_3	norm1t_23	55	55	46	5500	6450	950	0.84	1.17	7	8	1	136	42	300	22	51
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.80	0.82	0069	1T	1	3_3	norm1t_23	32	39	32	3900	4690	790	0.82	1.20	5	6	1	145	48	310	20	39
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.68	0.79	0069	1T	1	3_3	norm1t_23	35	42	34	4200	5120	920	0.81	1.22	5	7	2	150	60	350	19	39
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.70	0.79	0069	1T	1	5_2	norm1t_23	24	88	71	8800	9800	1000	0.81	1.11	12	13	1	134	56	370	23	77
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.71	0.51	0069	1T	2	4_3	norm1t_23	66	141	75	14100	19450	5350	0.53	1.38	19	26	7	258	268	1560	24	123
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.45	0.45	0069	1T	3	2_3	norm1t_23	41	43	19	4300	6010	1710	0.44	1.40	5	8	3	328	161	670	22	40
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.54	0.40	0069	2T	12	2_4	norm2t_3	4	74	29	7400	8920	1520	0.39	1.21	10	12	2	299	90	540	24	67
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.52	0.57	0069	2T	12	7_2	norm2t_3	6	59	34	5900	8860	2960	0.58	1.50	8	12	4	261	82	440	23	56
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.65	0.50	0069	2T	13	4_4	norm2t_3	3	31	15	3100	4800	1700	0.48	1.55	4	6	2	340	103	640	17	30
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.68	0.49	0069	2T	13	4_5	norm2t_3	4	37	18	3700	5920	2220	0.49	1.60	5	8	3	315	98	610	19	37
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.67	0.46	0069	2T	13	7_3	norm2t_3	3	90	39	9000	10640	1640	0.43	1.18	12	14	2	274	72	490	24	85
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.48	0.25	0069	2T	15	4_5	norm2t_3	6	60	14	6000	8630	2630	0.23	1.44	8	11	3	616	157	890	23	55
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.75	0.78	0069	3F	123	5_0	norm3f_12	12	9	7	900	2510	1610	0.78	2.79	1	3	2	359	62	450	8	9
36	turn+alevelcnt	ranknationrate	filter_bayes	f_r_turn+aleve	0.29	0.29	0069	3F	126	5_4	norm3f_123	216	21	6	2100	6530	4430	0.29	3.11	2	8	6	1088	316	1550	14	21
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.58	0.60	0070	1T	3	7_8	norm1t_23	34	15	9	1500	3950	2450	0.60	2.63	2	5	3	439	256	830	12	15
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.59	0.45	0070	2T	12	2_11	norm2t_3	4	38	17	3800	4860	1060	0.45	1.28	5	6	1	286	72	410	22	38
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.75	0.60	0070	2T	12	3_7	norm2t_3	2	15	9	1500	2580	1080	0.60	1.72	2	3	1	283	77	400	12	15
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.63	0.57	0070	2T	12	5_5	norm2t_3	4	38	22	3800	4890	1090	0.58	1.29	5	6	1	226	49	380	16	37
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.75	0.71	0070	2T	12	5_7	norm2t_3	3	14	10	1400	3260	1860	0.71	2.33	1	4	3	336	138	640	12	14
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.50	0.53	0070	2T	12	7_3	norm2t_3	3	17	8	1700	2720	1020	0.47	1.60	2	3	1	340	49	400	10	15
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.55	0.40	0070	2T	13	1_12	norm2t_3	6	57	21	5700	8060	2360	0.37	1.41	7	11	4	384	115	590	22	52
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.63	0.43	0070	2T	13	7_9	norm2t_3	4	42	18	4200	5830	1630	0.43	1.39	5	7	2	318	86	510	19	42
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.80	0.80	0070	2T	15	4_4	norm2t_3	6	5	4	500	2050	1550	0.80	4.10	0	2	2	513	96	600	5	5
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.75	0.64	0070	3T	12=	5_7	form3t4_3	3	56	10	5600	11990	6390	0.18	2.14	7	16	9	1151	570	2260	12	14
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.59	0.40	0070	3T	13=	1_12	form3t4_3	6	228	21	22800	31330	8530	0.09	1.37	31	42	11	1492	494	2680	22	52
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.30	0.20	0070	3T	134	7_1	norm3t_0	0	52	10	5200	10990	5790	0.19	2.11	7	15	8	1068	527	2200	23	49
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.44	0.22	0070	3T	134	7_3	norm3t_0	0	32	7	3200	7360	4160	0.22	2.30	4	10	6	1051	241	1290	16	32
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.78	0.64	0070	3T	2=	7_6	form3t8_23	41	88	8	8800	19800	11000	0.09	2.25	12	27	15	2475	903	4120	9	11
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.61	0.49	0070	2F	12	2_9	norm2f_12	21	39	19	3900	5200	1300	0.49	1.33	5	7	2	273	89	450	18	39
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.64	0.47	0070	2F	13	1_12	norm2f_12	13	64	29	6400	9560	3160	0.45	1.49	8	13	5	328	135	840	22	58
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.67	0.48	0070	2F	14	2_7	norm2f_12	14	33	16	3300	4950	1650	0.48	1.50	4	6	2	302	110	570	18	33
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.89	0.73	0070	2T	2=	7_6	form2t2_23	41	22	8	2200	6660	4460	0.36	3.03	3	9	6	833	322	1240	9	11
38	turn+raceno	ranknationrate	filter_bayes	f_r_turn+racen	0.56	0.35	0070	3T	124	5_5	norm3t_0	0	38	13	3800	6180	2380	0.34	1.63	5	8	3	476	153	840	16	37
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.71	0.84	0071	1T	1	3_2	norm1t_23	26	53	45	5300	6010	710	0.85	1.13	7	8	1	133	27	200	21	51
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.85	0.83	0071	1T	1	4_1	norm1t_23	36	43	36	4300	5290	990	0.84	1.23	5	7	2	146	51	270	20	40
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.74	0.84	0071	1T	1	5_3	norm1t_23	35	53	44	5300	6240	940	0.83	1.18	7	8	1	137	47	300	23	50
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.50	0.25	0071	2F	16	3_1	norm2f_12	16	97	23	9700	16020	6320	0.24	1.65	13	21	8	657	460	1770	24	84
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.48	0.19	0071	3F	136	7_7	norm3f_12	13	67	12	6700	15800	9100	0.18	2.36	9	21	12	1261	675	3060	21	62
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.47	0.52	0071	3T	13=	3_1	form3t4_3	6	136	18	13600	19580	5980	0.13	1.44	18	26	8	1054	535	2330	17	33
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.33	0.13	0071	3T	136	7_7	norm3t_0	0	67	8	6700	15870	9170	0.12	2.37	9	21	12	1984	568	3180	21	62
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.59	0.50	0071	2T	13	1_5	norm2t_3	6	36	18	3600	5250	1650	0.50	1.46	4	7	3	286	59	400	17	32
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.65	0.55	0071	2T	13	3_1	norm2t_3	6	34	18	3400	5700	2300	0.53	1.68	4	7	3	309	111	520	17	33
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.58	0.21	0071	2T	15	3_else	norm2t_3	5	120	23	12000	17670	5670	0.19	1.47	16	24	8	766	373	1550	24	107
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.53	0.35	0071	2T	21	1_1	norm2t_3	4	37	13	3700	7210	3510	0.35	1.95	5	9	4	556	203	1100	17	34
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.63	0.67	0071	3F	134	6_3	norm3f_12	13	9	6	900	2040	1140	0.67	2.27	1	2	1	330	84	430	8	9
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.63	0.67	0071	3F	134	6_3	norm3f_123	134	9	6	900	2040	1140	0.67	2.27	1	2	1	330	84	430	8	9
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.48	0.19	0071	3F	136	7_7	norm3f_123	136	67	12	6700	15800	9100	0.18	2.36	9	21	12	1261	675	3060	21	62
39	turn+racetype	ranknationrate	filter_bayes	f_r_turn+racet	0.65	0.53	0071	3T	13=	1_5	form3t4_3	6	144	18	14400	20230	5830	0.13	1.40	19	27	8	1090	390	2020	17	32
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.58	0.38	0072	2T	13	1_A1	norm2t_3	6	161	59	16100	19090	2990	0.37	1.19	22	26	4	320	126	900	24	140
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.43	0.50	0072	2T	2=	4_B1	form2t2_23	46	16	4	1600	8820	7220	0.25	5.51	2	12	10	2205	1031	2840	7	8
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.58	0.38	0072	3T	13=	1_A1	form3t4_3	6	644	59	64400	75250	10850	0.09	1.17	88	103	15	1246	590	3550	24	140
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.65	0.77	0072	1T	1	7_A2	norm1t_23	26	126	98	12600	14710	2110	0.78	1.17	17	20	3	150	67	600	23	110
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.46	0.25	0072	3T	123	3_A2	norm3t_0	0	64	15	6400	10250	3850	0.23	1.60	8	14	6	669	267	1280	24	60
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.74	0.79	0072	1T	1	3_A2	norm1t_23	25	59	47	5900	7920	2020	0.80	1.34	8	10	2	169	64	330	23	57
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.54	0.49	0072	1T	2	1_A2	norm1t_23	24	111	53	11100	13980	2880	0.48	1.26	15	19	4	256	203	1150	24	94
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.64	0.55	0072	1T	2	3_A2	norm1t_23	44	23	13	2300	3900	1600	0.57	1.70	3	5	2	293	131	550	14	22
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.29	0.08	0072	2F	36	7_A1	norm2f_12	36	96	7	9600	21930	12330	0.07	2.28	13	30	17	3133	991	4490	24	91
37	turn+level1	ranknationrate	filter_bayes	f_r_turn+level	0.58	0.16	0072	3T	125	3_A1	norm3t_0	0	267	35	26700	37280	10580	0.13	1.40	36	51	15	1032	515	2120	24	213
33	racetype	ranknationrate	filter_bayes	f_r_racetype	0.44	0.35	0073	1T	2	7	norm1t_23	16	26	9	2600	4870	2270	0.35	1.87	3	6	3	541	176	830	18	26
33	racetype	ranknationrate	filter_bayes	f_r_racetype	0.28	0.23	0073	2T	21	7	norm2t_3	6	26	6	2600	6320	3720	0.23	2.43	3	8	5	1053	234	1480	18	26
33	racetype	ranknationrate	filter_bayes	f_r_racetype	0.83	0.90	0073	1T	1	6	norm1t_23	16	20	18	2000	2840	840	0.90	1.42	2	3	1	158	54	300	12	20
33	racetype	ranknationrate	filter_bayes	f_r_racetype	0.28	0.23	0073	3T	21=	7	form3t4_3	6	104	6	10400	24020	13620	0.06	2.31	14	32	18	4003	700	4970	18	26
10	turn+timezone	entry	bayes	b_e_turn+timez	0.71	0.61	0074	1T	1	3_S	norm1t_23	23	119	78	11900	15280	3380	0.66	1.28	16	20	4	193	157	1160	17	77
10	turn+timezone	entry	bayes	b_e_turn+timez	0.67	0.67	0074	1T	1	3_S	norm1t_23	34	68	44	6800	8230	1430	0.65	1.21	9	11	2	182	91	500	15	48
10	turn+timezone	entry	bayes	b_e_turn+timez	0.50	0.60	0074	1T	1	3_Z	norm1t_23	33	273	169	27300	29810	2510	0.62	1.09	37	40	3	170	90	720	24	199
10	turn+timezone	entry	bayes	b_e_turn+timez	0.63	0.64	0074	1T	1	7_S	norm1t_23	35	57	40	5700	6950	1250	0.70	1.22	7	9	2	170	68	400	16	42
10	turn+timezone	entry	bayes	b_e_turn+timez	0.67	0.45	0074	1T	2	3_Z	norm1t_23	15	54	23	5400	7240	1840	0.43	1.34	7	9	2	312	161	600	21	51
10	turn+timezone	entry	bayes	b_e_turn+timez	0.75	0.79	0074	1T	2	4_Z	norm1t_23	66	15	11	1500	2720	1220	0.73	1.81	2	3	1	247	108	460	12	14
10	turn+timezone	entry	bayes	b_e_turn+timez	0.41	0.42	0074	1T	3	4_Z	norm1t_23	24	24	10	2400	4760	2360	0.42	1.98	3	6	3	476	213	870	17	24
10	turn+timezone	entry	bayes	b_e_turn+timez	0.42	0.43	0074	2T	1=	3_Z	form2t2_23	32	718	151	71800	76280	4480	0.21	1.06	98	104	6	508	306	1440	24	249
10	turn+timezone	entry	bayes	b_e_turn+timez	0.54	0.16	0074	3T	132	1_Z	norm3t_0	0	423	43	42300	60200	17900	0.10	1.42	58	82	24	1362	1001	4990	24	264
10	turn+timezone	entry	bayes	b_e_turn+timez	0.69	0.73	0074	1T	1	3_Z	norm1t_23	61	23	17	2300	3620	1320	0.74	1.57	3	4	1	213	103	480	13	22
10	turn+timezone	entry	bayes	b_e_turn+timez	0.70	0.68	0074	1T	1	4_M	norm1t_23	42	74	52	7400	9300	1900	0.70	1.26	10	12	2	179	113	710	23	57
10	turn+timezone	entry	bayes	b_e_turn+timez	0.58	0.61	0074	1T	1	4_Z	norm1t_23	34	264	176	26400	29280	2880	0.67	1.11	36	40	4	163	100	780	24	181
10	turn+timezone	entry	bayes	b_e_turn+timez	0.46	0.33	0074	2F	12	1_Z	norm2f_12	21	287	84	28700	32700	4000	0.29	1.14	39	44	5	372	253	1490	24	200
10	turn+timezone	entry	bayes	b_e_turn+timez	0.63	0.26	0074	2F	23	2_Z	norm2f_12	23	186	40	18600	25440	6840	0.22	1.37	25	34	9	611	515	2580	24	151
10	turn+timezone	entry	bayes	b_e_turn+timez	0.54	0.38	0074	2T	1=	2_Z	form2t2_23	52	192	39	19200	25130	5930	0.20	1.31	26	34	8	641	488	2360	24	86
10	turn+timezone	entry	bayes	b_e_turn+timez	0.56	0.44	0074	2T	12	7_S	norm2t_3	2	68	25	6800	9100	2300	0.37	1.34	9	12	3	363	153	890	16	48
10	turn+timezone	entry	bayes	b_e_turn+timez	0.58	0.31	0074	2T	13	4_Z	norm2t_3	2	281	73	28100	35270	7170	0.26	1.26	38	48	10	460	355	2470	24	202
10	turn+timezone	entry	bayes	b_e_turn+timez	0.45	0.26	0074	2T	14	5_Z	norm2t_3	6	66	17	6600	10750	4150	0.26	1.63	9	14	5	621	386	1650	22	54
10	turn+timezone	entry	bayes	b_e_turn+timez	0.46	0.16	0074	3T	124	2_Z	norm3t_0	0	549	55	54900	70460	15560	0.10	1.28	75	96	21	1229	922	3880	24	309
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.56	0.68	0075	1T	1	3_S	norm1t_23	34	94	65	9400	11410	2010	0.69	1.21	12	15	3	174	90	530	16	68
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.65	0.62	0075	1T	1	1_N	norm1t_23	46	36	21	3600	5470	1870	0.58	1.52	4	7	3	260	160	660	17	34
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.79	0.82	0075	1T	1	3_N	norm1t_23	13	49	41	4900	6380	1480	0.84	1.30	6	8	2	154	61	360	19	45
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.80	0.67	0075	1T	1	4_S	norm1t_23	34	73	51	7300	9550	2250	0.70	1.31	10	13	3	183	109	590	15	46
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.67	0.62	0075	1T	1	7_Z	norm1t_23	45	140	86	14000	16760	2760	0.61	1.20	19	22	3	196	111	730	24	117
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.57	0.58	0075	1T	2	4_Z	norm1t_23	36	20	11	2000	3660	1660	0.55	1.83	2	5	3	333	101	570	14	19
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.75	0.64	0075	1T	3	4_M	norm1t_23	34	31	20	3100	4790	1690	0.65	1.55	4	6	2	246	117	630	20	28
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.54	0.18	0075	3T	135	4_N	norm3t_0	0	322	39	32200	44240	12040	0.12	1.37	44	60	16	1110	742	4810	24	195
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.56	0.59	0075	3F	123	6_N	norm3f_12	12	45	19	4500	5880	1380	0.42	1.31	6	8	2	292	86	520	16	27
20	turn+timezone	ranknationrate	bayes	b_r_turn+timez	0.56	0.59	0075	3F	123	6_N	norm3f_123	123	45	19	4500	5880	1380	0.42	1.31	6	8	2	292	86	520	16	27
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.45	0.41	0076	2T	12	3_Z	norm2t_3	5	75	30	7500	9890	2390	0.40	1.32	10	13	3	318	136	780	22	70
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.67	0.47	0076	2T	12	4_Z	norm2t_3	4	100	43	10000	12550	2550	0.43	1.26	13	17	4	291	119	780	24	87
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.50	0.44	0076	2T	12	7_Z	norm2t_3	2	111	48	11100	13330	2230	0.43	1.20	15	18	3	270	108	670	24	100
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.52	0.37	0076	2T	13	3_M	norm2t_3	4	56	20	5600	8560	2960	0.36	1.53	7	11	4	425	234	1130	21	49
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.57	0.43	0076	2T	13	4_Z	norm2t_3	3	86	35	8600	10080	1480	0.41	1.17	11	13	2	287	86	500	21	76
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.61	0.41	0076	2T	14	4_N	norm2t_3	4	44	17	4400	6870	2470	0.39	1.56	6	9	3	399	165	820	18	41
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.46	0.33	0076	2T	14	4_Z	norm2t_3	4	88	27	8800	12010	3210	0.31	1.36	12	16	4	425	223	1250	24	75
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.36	0.17	0076	2T	15	1_Z	norm2t_3	2	68	11	6800	11960	5160	0.16	1.76	9	16	7	1087	464	2030	22	63
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.29	0.19	0076	2T	16	3_Z	norm2t_3	3	40	8	4000	7410	3410	0.20	1.85	5	10	5	926	268	1170	17	37
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.42	0.36	0076	2T	21	7_M	norm2t_3	1	15	5	1500	3980	2480	0.33	2.65	2	5	3	796	182	990	12	14
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.53	0.50	0076	3F	123	5_Z	norm3f_123	213	21	10	2100	4130	2030	0.48	1.97	2	5	3	398	189	740	15	20
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.55	0.54	0076	3F	123	7_M	norm3f_123	231	14	8	1400	3510	2110	0.57	2.51	1	4	3	451	223	800	11	13
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.65	0.72	0076	1T	1	1_N	norm1t_23	45	52	38	5200	6190	990	0.73	1.19	7	8	1	162	69	360	20	47
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.77	0.87	0076	1T	1	4_Z	norm1t_23	53	48	42	4800	6400	1600	0.88	1.33	6	8	2	147	68	530	22	46
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.53	0.50	0076	3F	123	5_Z	norm3f_12	21	21	10	2100	4130	2030	0.48	1.97	2	5	3	398	189	740	15	20
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.55	0.54	0076	3F	123	7_M	norm3f_12	23	14	8	1400	3510	2110	0.57	2.51	1	4	3	451	223	800	11	13
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.63	0.22	0076	3T	123	3_Z	norm3t_0	0	126	24	12600	18460	5860	0.19	1.47	17	25	8	758	371	1770	24	110
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.33	0.21	0076	3T	124	2_Z	norm3t_0	0	96	16	9600	20330	10730	0.17	2.12	13	27	14	1191	892	3790	24	77
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.81	0.84	0076	1T	1	3_Z	norm1t_23	22	55	46	5500	6920	1420	0.84	1.26	7	9	2	147	56	420	21	50
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.58	0.74	0076	1T	1	3_Z	norm1t_23	24	123	92	12300	14310	2010	0.75	1.16	16	19	3	151	95	780	24	108
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.88	0.90	0076	1T	1	4_Z	norm1t_23	64	31	28	3100	3830	730	0.90	1.24	4	5	1	143	55	290	17	29
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.54	0.77	0076	1T	1	7_Z	norm1t_23	45	99	79	9900	10970	1070	0.80	1.11	13	15	2	136	43	300	24	83
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.72	0.57	0076	1T	2	3_Z	norm1t_23	54	30	16	3000	6390	3390	0.53	2.13	4	8	4	399	301	1170	18	28
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.62	0.46	0076	1T	2	3_Z	norm1t_23	55	42	19	4200	5820	1620	0.45	1.39	5	7	2	296	181	600	21	41
30	turn+timezone	entry	filter_bayes	f_e_turn+timez	0.87	0.64	0076	1T	2	4_Z	norm1t_23	54	27	17	2700	5480	2780	0.63	2.03	3	7	4	320	236	900	15	25
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.69	0.63	0077	2F	12	5_S	norm2f_12	12	71	41	7100	8240	1140	0.58	1.16	9	11	2	200	68	400	13	41
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.46	0.21	0077	2F	16	3_Z	norm2f_12	16	180	32	18000	27350	9350	0.18	1.52	24	37	13	828	638	3020	24	145
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.53	0.38	0077	2T	1=	7_S	form2t2_23	26	130	30	13000	19140	6140	0.23	1.47	17	26	9	638	614	2050	15	48
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.57	0.45	0077	1T	3	7_N	norm1t_23	44	31	13	3100	5760	2660	0.42	1.86	4	7	3	443	189	810	21	29
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.50	0.42	0077	2T	12	1_Z	norm2t_3	6	455	147	45500	47580	2080	0.32	1.05	62	65	3	317	106	680	24	286
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.57	0.41	0077	2T	13	7_N	norm2t_3	4	70	27	7000	8580	1580	0.39	1.23	9	11	2	317	111	630	23	58
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.58	0.42	0077	2T	15	4_S	norm2t_3	5	28	10	2800	6890	4090	0.36	2.46	3	9	6	656	282	1180	12	24
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.44	0.33	0077	3F	125	1_Z	norm3f_12	21	27	8	2700	5400	2700	0.30	2.00	3	7	4	644	259	1070	18	24
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.44	0.33	0077	3F	125	1_Z	norm3f_123	215	27	8	2700	5400	2700	0.30	2.00	3	7	4	644	259	1070	18	24
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.53	0.41	0077	3F	134	7_M	norm3f_12	13	43	16	4300	7520	3220	0.37	1.75	5	10	5	470	260	1080	19	37
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.50	0.46	0077	3F	145	1_Z	norm3f_12	15	15	7	1500	4610	3110	0.47	3.07	2	6	4	659	140	910	10	13
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.53	0.41	0077	3F	134	7_M	norm3f_123	134	43	16	4300	7520	3220	0.37	1.75	5	10	5	470	260	1080	19	37
40	turn+timezone	ranknationrate	filter_bayes	f_r_turn+timez	0.50	0.46	0077	3F	145	1_Z	norm3f_123	154	15	7	1500	4610	3110	0.47	3.07	2	6	4	659	140	910	10	13
