description	bettype	bet_kumiban	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	daily_betamt	daily_hitamt	daily_incomeamt
0051	2F	12	17888	5604	1788800	1498210	-290590	0.31	0.84	3166	2651	-515
0051	2F	13	11766	3061	1176600	979740	-196860	0.26	0.83	2082	1734	-348
0051	2F	14	8536	1833	853600	691340	-162260	0.21	0.81	1510	1223	-287
0051	2F	15	4943	686	494300	406330	-87970	0.14	0.82	874	719	-155
0051	2F	16	3072	369	307200	258100	-49100	0.12	0.84	543	456	-87
0051	2F	23	1895	286	189500	162050	-27450	0.15	0.86	335	286	-49
0051	2F	24	1314	148	131400	89780	-41620	0.11	0.68	232	158	-74
0051	2F	25	968	87	96800	69110	-27690	0.09	0.71	171	122	-49
0051	2F	26	680	62	68000	41830	-26170	0.09	0.62	120	74	-46
0051	2T	12	15744	3855	1574400	1276610	-297790	0.24	0.81	2786	2259	-527
0051	2T	13	11766	2391	1176600	958240	-218360	0.20	0.81	2082	1696	-386
0051	2T	14	8536	1443	853600	688700	-164900	0.17	0.81	1510	1218	-292
0051	2T	15	4943	508	494300	389720	-104580	0.10	0.79	874	689	-185
0051	2T	16	3072	273	307200	246220	-60980	0.09	0.80	543	435	-108
0051	2T	21	2144	277	214400	175720	-38680	0.13	0.82	379	311	-68
0051	2T	23	1895	156	189500	149280	-40220	0.08	0.79	335	264	-71
0051	2T	24	1314	91	131400	82820	-48580	0.07	0.63	232	146	-86
0051	2T	25	968	60	96800	58750	-38050	0.06	0.61	171	103	-68
0051	2T	26	680	41	68000	43280	-24720	0.06	0.64	120	76	-44
0051	3F	123	6202	1413	620200	531300	-88900	0.23	0.86	1097	940	-157
0051	3F	124	5883	998	588300	440380	-147920	0.17	0.75	1041	779	-262
0051	3F	125	3922	526	392200	316960	-75240	0.13	0.81	694	560	-134
0051	3F	126	3348	336	334800	252210	-82590	0.10	0.75	592	446	-146
0051	3F	134	4117	657	411700	330290	-81410	0.16	0.80	728	584	-144
0051	3F	135	2957	341	295700	217050	-78650	0.12	0.73	523	384	-139
0051	3F	136	2402	253	240200	198420	-41780	0.11	0.83	425	351	-74
0051	3F	145	2451	249	245100	188320	-56780	0.10	0.77	433	333	-100
0051	3F	146	1847	163	184700	161620	-23080	0.09	0.88	326	286	-40
0051	3F	156	1166	71	116600	80350	-36250	0.06	0.69	206	142	-64
0051	3F	234	588	59	58800	54330	-4470	0.10	0.92	104	96	-8
0051	3F	235	486	34	48600	27690	-20910	0.07	0.57	86	49	-37
0051	3F	236	410	38	41000	37160	-3840	0.09	0.91	72	65	-7
0051	3F	245	380	18	38000	16040	-21960	0.05	0.42	67	28	-39
0051	3F	246	323	10	32300	10970	-21330	0.03	0.34	57	19	-38
0051	3F	256	221	7	22100	5050	-17050	0.03	0.23	39	8	-31
0051	3T	123	3367	339	336700	277660	-59040	0.10	0.82	595	491	-104
0051	3T	124	3643	253	364300	248180	-116120	0.07	0.68	644	439	-205
0051	3T	125	2512	146	251200	195180	-56020	0.06	0.78	444	345	-99
0051	3T	126	2361	91	236100	154750	-81350	0.04	0.66	417	273	-144
0051	3T	132	2223	161	222300	185880	-36420	0.07	0.84	393	328	-65
0051	3T	134	2575	190	257500	224580	-32920	0.07	0.87	455	397	-58
0051	3T	135	2077	115	207700	159920	-47780	0.06	0.77	367	283	-84
0051	3T	136	1816	86	181600	148870	-32730	0.05	0.82	321	263	-58
0051	3T	142	1680	95	168000	114080	-53920	0.06	0.68	297	201	-96
0051	3T	143	1542	82	154200	127490	-26710	0.05	0.83	272	225	-47
0051	3T	145	1439	55	143900	103830	-40070	0.04	0.72	254	183	-71
0051	3T	146	1277	44	127700	102660	-25040	0.03	0.80	226	181	-45
0051	3T	152	895	27	89500	61990	-27510	0.03	0.69	158	109	-49
0051	3T	153	880	32	88000	87760	-240	0.04	1.00	155	155	0
0051	3T	154	1012	24	101200	71390	-29810	0.02	0.71	179	126	-53
0051	3T	156	748	11	74800	24790	-50010	0.01	0.33	132	43	-89
0051	3T	162	514	20	51400	49670	-1730	0.04	0.97	90	87	-3
0051	3T	163	586	16	58600	57440	-1160	0.03	0.98	103	101	-2
0051	3T	164	570	19	57000	56830	-170	0.03	1.00	100	100	0
0051	3T	165	418	10	41800	30830	-10970	0.02	0.74	73	54	-19
0051	3T	213	413	21	41300	34060	-7240	0.05	0.82	73	60	-13
0051	3T	214	408	15	40800	26210	-14590	0.04	0.64	72	46	-26
0051	3T	215	400	17	40000	32490	-7510	0.04	0.81	70	57	-13
0051	3T	216	388	12	38800	45590	6790	0.03	1.18	68	80	12
0051	3T	231	199	4	19900	12760	-7140	0.02	0.64	35	22	-13
0051	3T	234	379	13	37900	46410	8510	0.03	1.22	67	82	15
0051	3T	235	325	3	32500	5920	-26580	0.01	0.18	57	10	-47
0051	3T	236	300	5	30000	17770	-12230	0.02	0.59	53	31	-22
0051	3T	241	152	1	15200	1100	-14100	0.01	0.07	26	1	-25
0051	3T	243	209	7	20900	6930	-13970	0.03	0.33	36	12	-24
0051	3T	245	231	1	23100	2140	-20960	0.00	0.09	40	3	-37
0051	3T	246	231	2	23100	3800	-19300	0.01	0.16	40	6	-34
0051	3T	251	115	3	11500	3550	-7950	0.03	0.31	20	6	-14
0051	3T	253	161	3	16100	5860	-10240	0.02	0.36	28	10	-18
0051	3T	254	149	1	14900	2610	-12290	0.01	0.18	26	4	-22
0051	3T	256	135	0	13500	0	-13500	0.00	0.00	23	0	-23
0051	3T	261	85	0	8500	0	-8500	0.00	0.00	15	0	-15
0051	3T	263	110	1	11000	2480	-8520	0.01	0.23	19	4	-15
0051	3T	264	92	0	9200	0	-9200	0.00	0.00	16	0	-16
0051	3T	265	86	0	8600	0	-8600	0.00	0.00	15	0	-15
0019	3T	213	607	41	60700	87450	26750	0.07	1.44	107	154	47
0019	3T	214	574	25	57400	36250	-21150	0.04	0.63	101	64	-37
0019	3T	215	418	15	41800	40730	-1070	0.04	0.97	73	72	-1
0019	3T	216	461	15	46100	33810	-12290	0.03	0.73	81	59	-22
0019	3T	231	195	2	19500	3530	-15970	0.01	0.18	34	6	-28
0019	3T	234	321	7	32100	12390	-19710	0.02	0.39	56	21	-35
0019	3T	235	266	4	26600	8210	-18390	0.02	0.31	47	14	-33
0019	3T	236	267	3	26700	6900	-19800	0.01	0.26	47	12	-35
0019	3T	241	103	3	10300	9350	-950	0.03	0.91	18	16	-2
0019	3T	243	200	8	20000	63610	43610	0.04	3.18	35	112	77
0019	3T	245	153	1	15300	1580	-13720	0.01	0.10	27	2	-25
0019	3T	246	126	2	12600	5110	-7490	0.02	0.41	22	9	-13
0019	3T	251	70	4	7000	72420	65420	0.06	10.35	12	128	116
0019	3T	253	122	4	12200	5690	-6510	0.03	0.47	21	10	-11
0019	3T	254	98	1	9800	2530	-7270	0.01	0.26	17	4	-13
0019	3T	256	96	1	9600	2420	-7180	0.01	0.25	16	4	-12
0019	3T	261	50	2	5000	5710	710	0.04	1.14	8	10	2
0019	3T	263	92	2	9200	1990	-7210	0.02	0.22	16	3	-13
0019	3T	264	48	1	4800	1330	-3470	0.02	0.28	8	2	-6
0019	3T	265	46	0	4600	0	-4600	0.00	0.00	8	0	-8
0022	1T	1	63545	37387	6354500	5842780	-511720	0.59	0.92	11246	10341	-905
0022	1T	2	7193	2748	719300	660330	-58970	0.38	0.92	1273	1168	-105
0022	2F	12	35123	11692	3512300	2979150	-533150	0.33	0.85	6216	5272	-944
0022	2F	13	14649	4639	1464900	1172550	-292350	0.32	0.80	2592	2075	-517
0022	2F	14	8173	2315	817300	626770	-190530	0.28	0.77	1446	1109	-337
0022	2F	15	2421	528	242100	193230	-48870	0.22	0.80	428	342	-86
0022	2F	16	1714	353	171400	152130	-19270	0.21	0.89	303	269	-34
0022	2F	23	542	128	54200	45890	-8310	0.24	0.85	95	81	-14
0022	2F	24	423	81	42300	35230	-7070	0.19	0.83	74	62	-12
0022	2F	25	310	44	31000	18890	-12110	0.14	0.61	54	33	-21
0022	2F	26	467	73	46700	36330	-10370	0.16	0.78	82	64	-18
0022	2T	12	34760	8752	3476000	2821500	-654500	0.25	0.81	6152	4993	-1159
0022	2T	13	14649	3330	1464900	1128810	-336090	0.23	0.77	2592	1997	-595
0022	2T	14	8173	1677	817300	631400	-185900	0.21	0.77	1446	1117	-329
0022	2T	15	2421	363	242100	188720	-53380	0.15	0.78	428	334	-94
0022	2T	16	1714	250	171400	160190	-11210	0.15	0.93	303	283	-20
0022	2T	21	363	34	36300	27470	-8830	0.09	0.76	64	48	-16
0022	2T	23	542	78	54200	44450	-9750	0.14	0.82	95	78	-17
0022	2T	24	423	42	42300	30030	-12270	0.10	0.71	74	53	-21
0022	2T	25	310	27	31000	21800	-9200	0.09	0.70	54	38	-16
0022	2T	26	467	45	46700	35840	-10860	0.10	0.77	82	63	-19
0022	3F	123	7868	2080	786800	643340	-143460	0.26	0.82	1392	1138	-254
0022	3F	124	14143	2962	1414300	1054830	-359470	0.21	0.75	2503	1866	-637
0022	3F	125	6458	1153	645800	518910	-126890	0.18	0.80	1143	918	-225
0022	3F	126	5502	802	550200	501130	-49070	0.15	0.91	973	886	-87
0022	3F	134	4994	1122	499400	402500	-96900	0.22	0.81	883	712	-171
0022	3F	135	3542	647	354200	254310	-99890	0.18	0.72	626	450	-176
0022	3F	136	2758	395	275800	192820	-82980	0.14	0.70	488	341	-147
0022	3F	145	1573	277	157300	121740	-35560	0.18	0.77	278	215	-63
0022	3F	146	1114	147	111400	84970	-26430	0.13	0.76	197	150	-47
0022	3F	156	456	62	45600	35300	-10300	0.14	0.77	80	62	-18
0022	3F	234	131	27	13100	10550	-2550	0.21	0.81	23	18	-5
0022	3F	235	153	31	15300	11200	-4100	0.20	0.73	27	19	-8
0022	3F	236	151	20	15100	12970	-2130	0.13	0.86	26	22	-4
0022	3F	245	105	11	10500	4440	-6060	0.10	0.42	18	7	-11
0022	3F	246	105	13	10500	7890	-2610	0.12	0.75	18	13	-5
0022	3F	256	74	10	7400	5840	-1560	0.14	0.79	13	10	-3
0022	3T	123	7750	916	775000	634880	-140120	0.12	0.82	1371	1123	-248
0022	3T	124	13962	1244	1396200	1009310	-386890	0.09	0.72	2471	1786	-685
0022	3T	125	6319	466	631900	508130	-123770	0.07	0.80	1118	899	-219
0022	3T	126	5335	338	533500	535070	1570	0.06	1.00	944	947	3
0022	3T	132	105	2	10500	1970	-8530	0.02	0.19	18	3	-15
0022	3T	134	4488	423	448800	347200	-101600	0.09	0.77	794	614	-180
0022	3T	135	3419	258	341900	249560	-92340	0.08	0.73	605	441	-164
0022	3T	136	2719	166	271900	206030	-65870	0.06	0.76	481	364	-117
0022	3T	142	102	5	10200	5030	-5170	0.05	0.49	18	8	-10
0022	3T	143	506	39	50600	58920	8320	0.08	1.16	89	104	15
0022	3T	145	1530	94	153000	114670	-38330	0.06	0.75	270	202	-68
0022	3T	146	1060	47	106000	60840	-45160	0.04	0.57	187	107	-80
0022	3T	152	37	1	3700	1550	-2150	0.03	0.42	6	2	-4
0022	3T	153	123	9	12300	17300	5000	0.07	1.41	21	30	9
0022	3T	154	43	0	4300	0	-4300	0.00	0.00	7	0	-7
0022	3T	156	426	20	42600	33570	-9030	0.05	0.79	75	59	-16
0022	3T	162	5	0	500	0	-500	0.00	0.00	0	0	0
0022	3T	163	39	3	3900	2940	-960	0.08	0.75	6	5	-1
0022	3T	164	54	4	5400	4050	-1350	0.07	0.75	9	7	-2
0022	3T	165	30	2	3000	3010	10	0.07	1.00	5	5	0
0022	3T	213	13	1	1300	1740	440	0.08	1.34	2	3	1
0022	3T	214	78	4	7800	7200	-600	0.05	0.92	13	12	-1
0022	3T	215	102	3	10200	6290	-3910	0.03	0.62	18	11	-7
0022	3T	216	162	4	16200	15520	-680	0.02	0.96	28	27	-1
0022	3T	234	127	10	12700	15890	3190	0.08	1.25	22	28	6
0022	3T	235	150	11	15000	14500	-500	0.07	0.97	26	25	-1
0022	3T	236	150	11	15000	16290	1290	0.07	1.09	26	28	2
0022	3T	241	1	0	100	0	-100	0.00	0.00	0	0	0
0022	3T	243	4	0	400	0	-400	0.00	0.00	0	0	0
0022	3T	245	105	2	10500	3860	-6640	0.02	0.37	18	6	-12
0022	3T	246	104	3	10400	5090	-5310	0.03	0.49	18	9	-9
0022	3T	253	3	1	300	1720	1420	0.33	5.73	0	3	3
0022	3T	256	73	1	7300	1730	-5570	0.01	0.24	12	3	-9
0022	3T	263	1	0	100	0	-100	0.00	0.00	0	0	0
0022	3T	264	1	0	100	0	-100	0.00	0.00	0	0	0
0022	3T	265	1	0	100	0	-100	0.00	0.00	0	0	0
0012	1T	1	60872	35830	6087200	5658180	-429020	0.59	0.93	10773	10014	-759
0012	1T	2	7488	2444	748800	708370	-40430	0.33	0.95	1325	1253	-72
0012	2F	12	25175	7834	2517500	2227320	-290180	0.31	0.88	4455	3942	-513
0012	2F	13	14926	3847	1492600	1278070	-214530	0.26	0.86	2641	2262	-379
0012	2F	14	9323	1970	932300	765470	-166830	0.21	0.82	1650	1354	-296
0012	2F	15	3579	507	357900	291620	-66280	0.14	0.81	633	516	-117
0012	2F	16	2039	262	203900	182700	-21200	0.13	0.90	360	323	-37
0012	2F	23	1456	199	145600	122350	-23250	0.14	0.84	257	216	-41
0012	2F	24	844	112	84400	60430	-23970	0.13	0.72	149	106	-43
0012	2F	25	639	69	63900	56140	-7760	0.11	0.88	113	99	-14
0012	2F	26	498	50	49800	38360	-11440	0.10	0.77	88	67	-21
0012	2T	12	22904	5498	2290400	1967320	-323080	0.24	0.86	4053	3481	-572
0012	2T	13	14926	2976	1492600	1248090	-244510	0.20	0.84	2641	2209	-432
0012	2T	14	9323	1501	932300	769840	-162460	0.16	0.83	1650	1362	-288
0012	2T	15	3579	385	357900	299420	-58480	0.11	0.84	633	529	-104
0012	2T	16	2039	192	203900	187130	-16770	0.09	0.92	360	331	-29
0012	2T	21	2271	320	227100	248200	21100	0.14	1.09	401	439	38
0010	1T	1	62591	37046	6259100	5755910	-503190	0.59	0.92	11078	10187	-891
0010	1T	2	8248	2998	824800	742320	-82480	0.36	0.90	1459	1313	-146
0010	2F	12	34783	11470	3478300	2947060	-531240	0.33	0.85	6156	5216	-940
0010	2F	13	14866	4598	1486600	1179000	-307600	0.31	0.79	2631	2086	-545
0010	2F	14	8092	2305	809200	638020	-171180	0.28	0.79	1432	1129	-303
0010	2F	15	2330	515	233000	194630	-38370	0.22	0.84	412	344	-68
0010	2F	16	1658	322	165800	152580	-13220	0.19	0.92	293	270	-23
0010	2F	23	749	163	74900	68030	-6870	0.22	0.91	132	120	-12
0010	2F	24	537	97	53700	36230	-17470	0.18	0.67	95	64	-31
0010	2F	25	317	55	31700	25810	-5890	0.17	0.81	56	45	-11
0010	2F	26	472	80	47200	43630	-3570	0.17	0.92	83	77	-6
0010	2T	12	33726	8516	3372600	2751460	-621140	0.25	0.82	5969	4869	-1100
0010	2T	13	14866	3367	1486600	1148390	-338210	0.23	0.77	2631	2032	-599
0010	2T	14	8092	1695	809200	649330	-159870	0.21	0.80	1432	1149	-283
0010	2T	15	2330	376	233000	205880	-27120	0.16	0.88	412	364	-48
0010	2T	16	1658	230	165800	159150	-6650	0.14	0.96	293	281	-12
0010	2T	21	1057	133	105700	109210	3510	0.13	1.03	187	193	6
0010	2T	23	749	93	74900	65160	-9740	0.12	0.87	132	115	-17
0010	2T	24	537	57	53700	33280	-20420	0.11	0.62	95	58	-37
0010	2T	25	317	30	31700	21570	-10130	0.09	0.68	56	38	-18
0010	2T	26	472	51	47200	45840	-1360	0.11	0.97	83	81	-2
0010	3F	123	6085	1758	608500	507480	-101020	0.29	0.83	1076	898	-178
0010	3F	124	11737	2516	1173700	871400	-302300	0.21	0.74	2077	1542	-535
0010	3F	125	7197	1242	719700	582030	-137670	0.17	0.81	1273	1030	-243
0010	3F	126	8453	1078	845300	761940	-83360	0.13	0.90	1496	1348	-148
0010	3F	134	4087	998	408700	326050	-82650	0.24	0.80	723	577	-146
0010	3F	135	3661	694	366100	280440	-85660	0.19	0.77	647	496	-151
0010	3F	136	4071	573	407100	302260	-104840	0.14	0.74	720	534	-186
0010	3F	145	1818	322	181800	150360	-31440	0.18	0.83	321	266	-55
0010	3F	146	1450	187	145000	128770	-16230	0.13	0.89	256	227	-29
0010	3F	156	531	85	53100	58670	5570	0.16	1.10	93	103	10
0010	3F	234	180	33	18000	14090	-3910	0.18	0.78	31	24	-7
0010	3F	235	212	28	21200	15480	-5720	0.13	0.73	37	27	-10
0010	3F	236	217	23	21700	13020	-8680	0.11	0.60	38	23	-15
0010	3F	245	136	12	13600	4610	-8990	0.09	0.34	24	8	-16
0010	3F	246	138	12	13800	7100	-6700	0.09	0.51	24	12	-12
0010	3F	256	77	4	7700	3500	-4200	0.05	0.45	13	6	-7
0010	3T	123	5846	757	584600	493480	-91120	0.13	0.84	1034	873	-161
0010	3T	124	11489	1050	1148900	874710	-274190	0.09	0.76	2033	1548	-485
0010	3T	125	6864	508	686400	559620	-126780	0.07	0.82	1214	990	-224
0010	3T	126	7848	453	784800	734750	-50050	0.06	0.94	1389	1300	-89
0010	3T	132	234	17	23400	12710	-10690	0.07	0.54	41	22	-19
0010	3T	134	4006	419	400600	335780	-64820	0.10	0.84	709	594	-115
0010	3T	135	3629	297	362900	300360	-62540	0.08	0.83	642	531	-111
0010	3T	136	4068	254	406800	311080	-95720	0.06	0.76	720	550	-170
0010	3T	142	109	11	10900	21000	10100	0.10	1.93	19	37	18
0010	3T	143	81	7	8100	7340	-760	0.09	0.91	14	12	-2
0010	3T	145	1777	109	177700	136590	-41110	0.06	0.77	314	241	-73
0010	3T	146	1402	71	140200	108720	-31480	0.05	0.78	248	192	-56
0010	3T	152	27	1	2700	1780	-920	0.04	0.66	4	3	-1
0010	3T	153	32	2	3200	5730	2530	0.06	1.79	5	10	5
0010	3T	154	41	2	4100	1920	-2180	0.05	0.47	7	3	-4
0010	3T	156	490	30	49000	46400	-2600	0.06	0.95	86	82	-4
0010	3T	162	5	0	500	0	-500	0.00	0.00	0	0	0
0010	3T	163	3	0	300	0	-300	0.00	0.00	0	0	0
0010	3T	164	48	5	4800	5670	870	0.10	1.18	8	10	2
0010	3T	165	41	1	4100	1750	-2350	0.02	0.43	7	3	-4
0010	3T	213	5	0	500	0	-500	0.00	0.00	0	0	0
0010	3T	214	123	3	12300	4200	-8100	0.02	0.34	21	7	-14
0010	3T	215	306	11	30600	23930	-6670	0.04	0.78	54	42	-12
0010	3T	216	600	17	60000	53210	-6790	0.03	0.89	106	94	-12
0010	3T	234	173	14	17300	18500	1200	0.08	1.07	30	32	2
0010	3T	235	211	11	21100	21500	400	0.05	1.02	37	38	1
0010	3T	236	217	5	21700	9460	-12240	0.02	0.44	38	16	-22
0010	3T	241	16	1	1600	2620	1020	0.06	1.64	2	4	2
0010	3T	243	7	0	700	0	-700	0.00	0.00	1	0	-1
0010	3T	245	136	4	13600	6250	-7350	0.03	0.46	24	11	-13
0010	3T	246	138	7	13800	14450	650	0.05	1.05	24	25	1
0010	3T	253	1	0	100	0	-100	0.00	0.00	0	0	0
0010	3T	256	70	2	7000	4140	-2860	0.03	0.59	12	7	-5
0010	3T	265	7	0	700	0	-700	0.00	0.00	1	0	-1
0015	1T	1	66613	38477	6661300	6119050	-542250	0.58	0.92	11789	10830	-959
0015	1T	2	5871	2335	587100	528120	-58980	0.40	0.90	1039	934	-105
0015	2F	12	36615	12155	3661500	3094380	-567120	0.33	0.85	6480	5476	-1004
0015	2F	13	16177	5051	1617700	1293910	-323790	0.31	0.80	2863	2290	-573
0015	2F	14	8437	2389	843700	644870	-198830	0.28	0.76	1493	1141	-352
0015	2F	15	2364	491	236400	196410	-39990	0.21	0.83	418	347	-71
0015	2F	16	1923	374	192300	174950	-17350	0.19	0.91	340	309	-31
0015	2F	23	339	74	33900	24900	-9000	0.22	0.73	60	44	-16
0015	2F	24	258	56	25800	20740	-5060	0.22	0.80	45	36	-9
0015	2F	25	218	26	21800	10340	-11460	0.12	0.47	38	18	-20
0015	2F	26	398	69	39800	32030	-7770	0.17	0.80	70	56	-14
0015	2T	12	36542	9146	3654200	2982390	-671810	0.25	0.82	6467	5278	-1189
0015	2T	13	16177	3583	1617700	1238550	-379150	0.22	0.77	2863	2192	-671
0015	2T	14	8437	1708	843700	661780	-181920	0.20	0.78	1493	1171	-322
0015	2T	15	2364	333	236400	196400	-40000	0.14	0.83	418	347	-71
0015	2T	16	1923	258	192300	177420	-14880	0.13	0.92	340	314	-26
0015	2T	21	73	7	7300	6920	-380	0.10	0.95	12	12	0
0015	2T	23	339	41	33900	22890	-11010	0.12	0.68	60	40	-20
0015	2T	24	258	30	25800	19890	-5910	0.12	0.77	45	35	-10
0015	2T	25	218	15	21800	11760	-10040	0.07	0.54	38	20	-18
0015	2T	26	398	39	39800	28550	-11250	0.10	0.72	70	50	-20
0015	3F	123	9261	2507	926100	759690	-166410	0.27	0.82	1639	1344	-295
0015	3F	124	14966	3182	1496600	1123640	-372960	0.21	0.75	2648	1988	-660
0015	3F	125	5400	1045	540000	463520	-76480	0.19	0.86	955	820	-135
0015	3F	126	5206	750	520600	449020	-71580	0.14	0.86	921	794	-127
0015	3F	134	5098	1155	509800	386330	-123470	0.23	0.76	902	683	-219
0005	1T	1	61402	35741	6140200	5736550	-403650	0.58	0.93	10867	10153	-714
0005	1T	2	7134	2177	713400	685690	-27710	0.31	0.96	1262	1213	-49
0005	2F	12	26182	7897	2618200	2269210	-348990	0.30	0.87	4633	4016	-617
0005	2F	13	14237	3592	1423700	1223150	-200550	0.25	0.86	2519	2164	-355
0005	2F	14	9153	1907	915300	743640	-171660	0.21	0.81	1620	1316	-304
0005	2F	15	3706	521	370600	303840	-66760	0.14	0.82	655	537	-118
0005	2F	16	1860	247	186000	159010	-26990	0.13	0.85	329	281	-48
0005	2F	23	1380	197	138000	111820	-26180	0.14	0.81	244	197	-47
0005	2F	24	850	111	85000	76040	-8960	0.13	0.89	150	134	-16
0005	2F	25	559	48	55900	36640	-19260	0.09	0.66	98	64	-34
0005	2F	26	388	38	38800	37240	-1560	0.10	0.96	68	65	-3
0005	2T	12	23773	5533	2377300	2006170	-371130	0.23	0.84	4207	3550	-657
0005	2T	13	14237	2741	1423700	1200160	-223540	0.19	0.84	2519	2124	-395
0005	2T	14	9153	1460	915300	738520	-176780	0.16	0.81	1620	1307	-313
0005	2T	15	3706	386	370600	303930	-66670	0.10	0.82	655	537	-118
0005	2T	16	1860	181	186000	165100	-20900	0.10	0.89	329	292	-37
0005	2T	21	2409	304	240900	227780	-13120	0.13	0.95	426	403	-23
0005	2T	23	1380	110	138000	108600	-29400	0.08	0.79	244	192	-52
0005	2T	24	850	72	85000	100580	15580	0.08	1.18	150	178	28
0005	2T	25	559	35	55900	40330	-15570	0.06	0.72	98	71	-27
0005	2T	26	388	23	38800	35450	-3350	0.06	0.91	68	62	-6
0005	3F	123	11039	2283	1103900	922450	-181450	0.21	0.84	1953	1632	-321
0005	3F	124	8949	1520	894900	697570	-197330	0.17	0.78	1583	1234	-349
0005	3F	125	5221	642	522100	411240	-110860	0.12	0.79	924	727	-197
0005	3F	126	3957	416	395700	353420	-42280	0.11	0.89	700	625	-75
0005	3F	134	5777	891	577700	460390	-117310	0.15	0.80	1022	814	-208
0005	3F	135	3257	399	325700	273390	-52310	0.12	0.84	576	483	-93
0005	3F	136	2413	268	241300	235040	-6260	0.11	0.97	427	416	-11
0005	3F	145	2200	212	220000	162380	-57620	0.10	0.74	389	287	-102
0005	3F	146	1465	127	146500	114420	-32080	0.09	0.78	259	202	-57
0005	3F	156	775	68	77500	73600	-3900	0.09	0.95	137	130	-7
0005	3F	234	495	56	49500	39110	-10390	0.11	0.79	87	69	-18
0005	3F	235	336	28	33600	31450	-2150	0.08	0.94	59	55	-4
0005	3F	236	267	17	26700	13830	-12870	0.06	0.52	47	24	-23
0005	3F	245	247	14	24700	10220	-14480	0.06	0.41	43	18	-25
0005	3F	246	205	16	20500	21260	760	0.08	1.04	36	37	1
0005	3F	256	135	8	13500	9270	-4230	0.06	0.69	23	16	-7
0005	3T	123	6848	661	684800	594950	-89850	0.10	0.87	1212	1053	-159
0005	3T	124	6085	433	608500	459770	-148730	0.07	0.76	1076	813	-263
0005	3T	125	3827	198	382700	277840	-104860	0.05	0.73	677	491	-186
0005	3T	126	3098	152	309800	288200	-21600	0.05	0.93	548	510	-38
0005	3T	132	3431	243	343100	311500	-31600	0.07	0.91	607	551	-56
0005	3T	134	3610	247	361000	304020	-56980	0.07	0.84	638	538	-100
0005	3T	135	2439	126	243900	201030	-42870	0.05	0.82	431	355	-76
0005	3T	136	1956	89	195600	172500	-23100	0.05	0.88	346	305	-41
0005	3T	142	2242	151	224200	224600	400	0.07	1.00	396	397	1
0005	3T	143	2167	109	216700	192700	-24000	0.05	0.89	383	341	-42
0005	3T	145	1499	55	149900	104500	-45400	0.04	0.70	265	184	-81
0005	3T	146	1186	54	118600	104780	-13820	0.05	0.88	209	185	-24
0005	3T	152	901	33	90100	68530	-21570	0.04	0.76	159	121	-38
0005	3T	153	818	22	81800	77420	-4380	0.03	0.95	144	137	-7
0005	3T	154	701	14	70100	37370	-32730	0.02	0.53	124	66	-58
0005	3T	156	554	16	55400	58140	2740	0.03	1.05	98	102	4
0005	3T	162	395	11	39500	34500	-5000	0.03	0.87	69	61	-8
0005	3T	163	457	19	45700	55760	10060	0.04	1.22	80	98	18
0005	3T	164	279	5	27900	13060	-14840	0.02	0.47	49	23	-26
0005	3T	165	221	5	22100	22820	720	0.02	1.03	39	40	1
0005	3T	213	575	32	57500	70420	12920	0.06	1.22	101	124	23
0005	3T	214	515	22	51500	37830	-13670	0.04	0.73	91	66	-25
0005	3T	215	419	17	41900	43690	1790	0.04	1.04	74	77	3
0005	3T	216	397	10	39700	38350	-1350	0.03	0.97	70	67	-3
0005	3T	231	185	6	18500	29150	10650	0.03	1.58	32	51	19
0005	3T	234	318	13	31800	26270	-5530	0.04	0.83	56	46	-10
0005	3T	235	225	7	22500	24080	1580	0.03	1.07	39	42	3
0005	3T	236	186	2	18600	5940	-12660	0.01	0.32	32	10	-22
0005	3T	241	107	4	10700	14970	4270	0.04	1.40	18	26	8
0005	3T	243	177	6	17700	13160	-4540	0.03	0.74	31	23	-8
0005	3T	245	150	1	15000	1070	-13930	0.01	0.07	26	1	-25
0005	3T	246	129	6	12900	67570	54670	0.05	5.24	22	119	97
0005	3T	251	74	0	7400	0	-7400	0.00	0.00	13	0	-13
0005	3T	253	111	0	11100	0	-11100	0.00	0.00	19	0	-19
0005	3T	254	97	2	9700	14680	4980	0.02	1.51	17	25	8
0005	3T	256	93	2	9300	2300	-7000	0.02	0.25	16	4	-12
0005	3T	261	67	1	6700	1410	-5290	0.01	0.21	11	2	-9
0005	3T	263	81	2	8100	2550	-5550	0.02	0.31	14	4	-10
0005	3T	264	76	2	7600	16700	9100	0.03	2.20	13	29	16
0005	3T	265	42	1	4200	8860	4660	0.02	2.11	7	15	8
0015	3F	135	3353	641	335300	243770	-91530	0.19	0.73	593	431	-162
0015	3F	136	3466	519	346600	268370	-78230	0.15	0.77	613	474	-139
0015	3F	145	1307	235	130700	90720	-39980	0.18	0.69	231	160	-71
0015	3F	146	1292	176	129200	97090	-32110	0.14	0.75	228	171	-57
0015	3F	156	537	71	53700	44290	-9410	0.13	0.82	95	78	-17
0015	3F	234	76	11	7600	3420	-4180	0.14	0.45	13	6	-7
0015	3F	235	65	10	6500	2780	-3720	0.15	0.43	11	4	-7
0015	3F	236	104	17	10400	8830	-1570	0.16	0.85	18	15	-3
0015	3F	245	36	6	3600	2500	-1100	0.17	0.69	6	4	-2
